"Time","ProcessId","ProcessStart","CpuSeconds","WorkingSetBytes","PeakWorkingSetBytes","ThreadCount","AvailablePhysicalBytes","SampleIsPartial"
"2026-09-07T16:09:41.5066058+08:00","46852","2026-09-07T16:01:49.6826283+08:00","6681.09375","3239014400","3416424448","162","5292937216","True"
"2026-09-07T16:10:12.1975632+08:00","46852","2026-09-07T16:01:49.6826283+08:00","7125.59375","3228786688","3416424448","162","5383434240","True"
"2026-09-07T16:10:43.0467185+08:00","46852","2026-09-07T16:01:49.6826283+08:00","7571.734375","3265310720","3416424448","163","5345697792","True"
"2026-09-07T16:11:13.7353763+08:00","46852","2026-09-07T16:01:49.6826283+08:00","8011","3331395584","3416424448","162","4424470528","True"
"2026-09-07T16:11:44.5534290+08:00","46852","2026-09-07T16:01:49.6826283+08:00","8453","3290259456","3433963520","162","5049860096","True"
"2026-09-07T16:12:15.2972288+08:00","46852","2026-09-07T16:01:49.6826283+08:00","8902.84375","3355508736","3433963520","163","4943065088","True"
"2026-09-07T16:12:45.9618801+08:00","46852","2026-09-07T16:01:49.6826283+08:00","9344.234375","3308109824","3433963520","162","5104951296","True"
"2026-09-07T16:13:16.6287614+08:00","46852","2026-09-07T16:01:49.6826283+08:00","9795.640625","3269758976","3436318720","159","5140369408","True"
"2026-09-07T16:13:47.3340294+08:00","46852","2026-09-07T16:01:49.6826283+08:00","10238.0625","3273924608","3436318720","160","5360828416","True"
"2026-09-07T16:14:18.0821245+08:00","46852","2026-09-07T16:01:49.6826283+08:00","10680.59375","3320774656","3436318720","160","4856864768","True"
"2026-09-07T16:14:48.7813509+08:00","46852","2026-09-07T16:01:49.6826283+08:00","11129.40625","3280359424","3436318720","160","5275283456","True"
"2026-09-07T16:15:19.5466968+08:00","46852","2026-09-07T16:01:49.6826283+08:00","11568.8125","3350433792","3436318720","159","4963672064","True"
"2026-09-07T16:15:50.1762310+08:00","46852","2026-09-07T16:01:49.6826283+08:00","12012.46875","3360337920","3436318720","159","5140361216","True"
"2026-09-07T16:16:20.8401171+08:00","46852","2026-09-07T16:01:49.6826283+08:00","12465.9375","3295010816","3436318720","159","5172391936","True"
"2026-09-07T16:16:51.5534161+08:00","46852","2026-09-07T16:01:49.6826283+08:00","12919.15625","3360165888","3436318720","159","5243830272","True"
"2026-09-07T16:17:22.1979758+08:00","46852","2026-09-07T16:01:49.6826283+08:00","13370.71875","3273400320","3436318720","159","5454622720","True"
"2026-09-07T16:17:52.8524687+08:00","46852","2026-09-07T16:01:49.6826283+08:00","13824.171875","3346759680","3436318720","159","5326954496","True"
"2026-09-07T16:18:23.5261922+08:00","46852","2026-09-07T16:01:49.6826283+08:00","14274.59375","3288678400","3436318720","159","5367062528","True"
"2026-09-07T16:18:54.1492515+08:00","46852","2026-09-07T16:01:49.6826283+08:00","14726.21875","3320676352","3437031424","159","5362638848","True"
"2026-09-07T16:19:24.8514283+08:00","46852","2026-09-07T16:01:49.6826283+08:00","15174.09375","3286908928","3437031424","159","4666494976","True"
"2026-09-07T16:19:55.5471820+08:00","46852","2026-09-07T16:01:49.6826283+08:00","15626.625","3293839360","3437031424","159","4649144320","True"
"2026-09-07T16:20:26.2074719+08:00","46852","2026-09-07T16:01:49.6826283+08:00","16078.75","3279998976","3437031424","159","5130104832","True"
"2026-09-07T16:20:56.8381323+08:00","46852","2026-09-07T16:01:49.6826283+08:00","16529.484375","3312803840","3437031424","159","5224374272","True"
"2026-09-07T16:21:27.4931663+08:00","46852","2026-09-07T16:01:49.6826283+08:00","16982.296875","3343544320","3437031424","159","5429743616","True"
"2026-09-07T16:21:58.1351521+08:00","46852","2026-09-07T16:01:49.6826283+08:00","17434.578125","3348099072","3437031424","159","5470580736","True"
"2026-09-07T16:22:28.7529569+08:00","46852","2026-09-07T16:01:49.6826283+08:00","17889","3339710464","3437031424","159","5485481984","True"
"2026-09-07T16:22:59.3710955+08:00","46852","2026-09-07T16:01:49.6826283+08:00","18339.96875","3307446272","3437031424","159","5457985536","True"
"2026-09-07T16:23:30.0732867+08:00","46852","2026-09-07T16:01:49.6826283+08:00","18794.375","3345170432","3437031424","159","5438410752","True"
"2026-09-07T16:24:00.7993691+08:00","46852","2026-09-07T16:01:49.6826283+08:00","19246.65625","3323367424","3437248512","159","5420335104","True"
"2026-09-07T16:24:31.5654510+08:00","46852","2026-09-07T16:01:49.6826283+08:00","19700.53125","3328090112","3438882816","159","5314113536","True"
"2026-09-07T16:25:02.1374209+08:00","46852","2026-09-07T16:01:49.6826283+08:00","20149.8125","3312955392","3439992832","159","4824051712","True"
"2026-09-07T16:25:32.7185771+08:00","46852","2026-09-07T16:01:49.6826283+08:00","20596.75","3337101312","3443122176","159","4954288128","True"
"2026-09-07T16:26:03.5392131+08:00","46852","2026-09-07T16:01:49.6826283+08:00","21035.09375","3295866880","3443122176","159","5212954624","True"
"2026-09-07T16:26:34.2695706+08:00","46852","2026-09-07T16:01:49.6826283+08:00","21480.5","3286450176","3443122176","159","5249466368","True"
"2026-09-07T16:27:04.9882993+08:00","46852","2026-09-07T16:01:49.6826283+08:00","21925.78125","3330387968","3443122176","159","5122437120","True"
"2026-09-07T16:27:35.7174237+08:00","46852","2026-09-07T16:01:49.6826283+08:00","22369.46875","3306176512","3443122176","159","4896174080","True"
"2026-09-07T16:28:06.4190616+08:00","46852","2026-09-07T16:01:49.6826283+08:00","22812.703125","3325014016","3443122176","159","5160419328","True"
"2026-09-07T16:28:37.1609858+08:00","46852","2026-09-07T16:01:49.6826283+08:00","23260.65625","3330048000","3444686848","159","5364264960","True"
"2026-09-07T16:29:07.7911403+08:00","46852","2026-09-07T16:01:49.6826283+08:00","23705.8125","3385737216","3449663488","159","5091794944","True"
"2026-09-07T16:29:38.4653462+08:00","46852","2026-09-07T16:01:49.6826283+08:00","24148.703125","3381989376","3449663488","159","5191675904","True"
"2026-09-07T16:30:09.1426978+08:00","46852","2026-09-07T16:01:49.6826283+08:00","24595.5","3395305472","3449667584","159","5239152640","True"
"2026-09-07T16:30:39.7554918+08:00","46852","2026-09-07T16:01:49.6826283+08:00","25039.640625","3329847296","3467264000","159","5037367296","True"
"2026-09-07T16:31:10.5146524+08:00","46852","2026-09-07T16:01:49.6826283+08:00","25484.765625","3372285952","3471593472","159","5261533184","True"
"2026-09-07T16:31:41.2459100+08:00","46852","2026-09-07T16:01:49.6826283+08:00","25933.96875","3388854272","3474567168","159","5433446400","True"
"2026-09-07T16:32:11.7741329+08:00","46852","2026-09-07T16:01:49.6826283+08:00","26376.75","2436366336","3474567168","159","6788972544","True"
"2026-09-07T16:32:42.4468889+08:00","46852","2026-09-07T16:01:49.6826283+08:00","26827.453125","2435825664","3474567168","159","6678859776","True"
"2026-09-07T16:33:13.1741811+08:00","46852","2026-09-07T16:01:49.6826283+08:00","27278.25","2433810432","3474567168","159","6635102208","True"
"2026-09-07T16:33:43.8076340+08:00","46852","2026-09-07T16:01:49.6826283+08:00","27712.796875","2494566400","3474567168","159","5527158784","True"
"2026-09-07T16:34:14.4942593+08:00","46852","2026-09-07T16:01:49.6826283+08:00","28130.828125","2526826496","3474567168","159","5431697408","True"
"2026-09-07T16:34:45.0461289+08:00","46852","2026-09-07T16:01:49.6826283+08:00","28550.671875","2536529920","3474567168","159","5269639168","True"
"2026-09-07T16:35:15.6045125+08:00","46852","2026-09-07T16:01:49.6826283+08:00","28965.796875","2468954112","3474567168","159","5015265280","True"
"2026-09-07T16:35:45.9842529+08:00","46852","2026-09-07T16:01:49.6826283+08:00","29384.375","2468995072","3474567168","159","5388611584","True"
"2026-09-07T16:36:16.4857042+08:00","46852","2026-09-07T16:01:49.6826283+08:00","29763.359375","2520387584","3474567168","159","5271777280","True"
"2026-09-07T16:36:46.9427834+08:00","46852","2026-09-07T16:01:49.6826283+08:00","30125.953125","2524131328","3474567168","159","5437779968","True"
"2026-09-07T16:37:17.5552407+08:00","46852","2026-09-07T16:01:49.6826283+08:00","30487.46875","1641574400","3474567168","159","6122627072","True"
"2026-09-07T16:37:48.0345548+08:00","46852","2026-09-07T16:01:49.6826283+08:00","30837.46875","1633320960","3474567168","159","6057189376","True"
"2026-09-07T16:38:18.6360501+08:00","46852","2026-09-07T16:01:49.6826283+08:00","31142.796875","1626988544","3474567168","159","5898661888","True"
"2026-09-07T16:38:49.1355145+08:00","46852","2026-09-07T16:01:49.6826283+08:00","31438.796875","1613594624","3474567168","159","5675143168","True"
"2026-09-07T16:39:19.5549375+08:00","46852","2026-09-07T16:01:49.6826283+08:00","31716.40625","1630060544","3474567168","159","5899567104","True"
"2026-09-07T16:39:49.8865040+08:00","46852","2026-09-07T16:01:49.6826283+08:00","31954.328125","1602551808","3474567168","159","5875499008","True"
"2026-09-07T16:40:20.1465412+08:00","46852","2026-09-07T16:01:49.6826283+08:00","32118.234375","1614413824","3474567168","159","5240053760","True"
"2026-09-07T16:40:50.4621809+08:00","46852","2026-09-07T16:01:49.6826283+08:00","32252.734375","1625509888","3474567168","159","5438820352","True"
"2026-09-07T16:41:20.7940784+08:00","46852","2026-09-07T16:01:49.6826283+08:00","32411.859375","1632169984","3474567168","159","5544087552","True"
"2026-09-07T16:41:51.5320691+08:00","46852","2026-09-07T16:01:49.6826283+08:00","32639.25","1927491584","3474567168","159","5076471808","True"
"2026-09-07T16:42:22.2702134+08:00","46852","2026-09-07T16:01:49.6826283+08:00","33085.359375","1840541696","3474567168","159","5733220352","True"
"2026-09-07T16:42:52.9147159+08:00","46852","2026-09-07T16:01:49.6826283+08:00","33530.8125","1813860352","3474567168","159","5433409536","True"
"2026-09-07T16:43:23.5417645+08:00","46852","2026-09-07T16:01:49.6826283+08:00","33972.390625","1683341312","3474567168","159","5272735744","True"
"2026-09-07T16:43:54.2099067+08:00","46852","2026-09-07T16:01:49.6826283+08:00","34407.78125","1810202624","3474567168","159","4966944768","True"
"2026-09-07T16:44:25.0123361+08:00","46852","2026-09-07T16:01:49.6826283+08:00","34834.28125","1767170048","3474567168","159","4185374720","True"
"2026-09-07T16:44:55.7566925+08:00","46852","2026-09-07T16:01:49.6826283+08:00","35270.625","1758244864","3474567168","159","3921633280","True"
"2026-09-07T16:45:26.5846864+08:00","46852","2026-09-07T16:01:49.6826283+08:00","35710.71875","1772150784","3474567168","159","4227194880","True"
"2026-09-07T16:45:57.2786243+08:00","46852","2026-09-07T16:01:49.6826283+08:00","36153.671875","1778667520","3474567168","159","4428570624","True"
"2026-09-07T16:46:27.9737813+08:00","46852","2026-09-07T16:01:49.6826283+08:00","36591.59375","1754849280","3474567168","159","4210094080","True"
"2026-09-07T16:46:58.8858118+08:00","46852","2026-09-07T16:01:49.6826283+08:00","37031.640625","1743515648","3474567168","159","4344029184","True"
"2026-09-07T16:47:29.6431284+08:00","46852","2026-09-07T16:01:49.6826283+08:00","37467.0625","1627410432","3474567168","159","4922093568","True"
"2026-09-07T16:48:00.3813890+08:00","46852","2026-09-07T16:01:49.6826283+08:00","37908.921875","1602367488","3474567168","159","4874530816","True"
"2026-09-07T16:48:31.1023974+08:00","46852","2026-09-07T16:01:49.6826283+08:00","38345.375","1658740736","3474567168","159","4839215104","True"
"2026-09-07T16:49:01.8158469+08:00","46852","2026-09-07T16:01:49.6826283+08:00","38779.875","1589374976","3474567168","159","4613447680","True"
"2026-09-07T16:49:32.5699864+08:00","46852","2026-09-07T16:01:49.6826283+08:00","39227.421875","1631510528","3474567168","159","4565467136","True"
"2026-09-07T16:50:03.4330275+08:00","46852","2026-09-07T16:01:49.6826283+08:00","39666.96875","1616781312","3474567168","159","3972763648","True"
"2026-09-07T16:50:34.1117050+08:00","46852","2026-09-07T16:01:49.6826283+08:00","40103.25","1635770368","3474567168","159","5647851520","True"
"2026-09-07T16:51:04.7874850+08:00","46852","2026-09-07T16:01:49.6826283+08:00","40545.765625","1584984064","3474567168","159","6086455296","True"
"2026-09-07T16:51:35.4814947+08:00","46852","2026-09-07T16:01:49.6826283+08:00","40995.921875","1681702912","3474567168","159","6165663744","True"
"2026-09-07T16:52:06.1376484+08:00","46852","2026-09-07T16:01:49.6826283+08:00","41447.296875","1559298048","3474567168","159","6229499904","True"
"2026-09-07T16:52:36.8416017+08:00","46852","2026-09-07T16:01:49.6826283+08:00","41899.578125","1597911040","3474567168","159","6297161728","True"
"2026-09-07T16:53:07.4726735+08:00","46852","2026-09-07T16:01:49.6826283+08:00","42344.328125","1567535104","3474567168","159","6077263872","True"
"2026-09-07T16:53:38.1976098+08:00","46852","2026-09-07T16:01:49.6826283+08:00","42795.296875","1610432512","3474567168","159","6203576320","True"
"2026-09-07T16:54:08.8655191+08:00","46852","2026-09-07T16:01:49.6826283+08:00","43243.5625","1543827456","3474567168","159","6271905792","True"
"2026-09-07T16:54:39.6947869+08:00","46852","2026-09-07T16:01:49.6826283+08:00","43691.78125","1581142016","3474567168","159","6019485696","True"
"2026-09-07T16:55:10.2470827+08:00","46852","2026-09-07T16:01:49.6826283+08:00","44133.9375","1548677120","3474567168","159","6013067264","True"
"2026-09-07T16:55:40.9556245+08:00","46852","2026-09-07T16:01:49.6826283+08:00","44578.015625","1529896960","3474567168","159","6019502080","True"
"2026-09-07T16:56:11.6118042+08:00","46852","2026-09-07T16:01:49.6826283+08:00","45029.28125","1600901120","3474567168","159","5950746624","True"
"2026-09-07T16:56:42.3168050+08:00","46852","2026-09-07T16:01:49.6826283+08:00","45483.015625","1541484544","3474567168","159","5928394752","True"
"2026-09-07T16:57:12.9924474+08:00","46852","2026-09-07T16:01:49.6826283+08:00","45935.4375","1606029312","3474567168","159","6171357184","True"
"2026-09-07T16:57:43.6441444+08:00","46852","2026-09-07T16:01:49.6826283+08:00","46388.46875","1509515264","3474567168","159","6217920512","True"
"2026-09-07T16:58:14.2476942+08:00","46852","2026-09-07T16:01:49.6826283+08:00","46839.625","1594064896","3474567168","159","6178177024","True"
"2026-09-07T16:58:44.9329066+08:00","46852","2026-09-07T16:01:49.6826283+08:00","47292.8125","1602555904","3474567168","159","6380998656","True"
"2026-09-07T16:59:15.6365517+08:00","46852","2026-09-07T16:01:49.6826283+08:00","47745.203125","1564442624","3474567168","159","6325936128","True"
"2026-09-07T16:59:46.4175089+08:00","46852","2026-09-07T16:01:49.6826283+08:00","48199.421875","1582592000","3474567168","159","6396706816","True"
"2026-09-07T17:00:17.0931255+08:00","46852","2026-09-07T16:01:49.6826283+08:00","48651.125","1493082112","3474567168","159","6287151104","True"
"2026-09-07T17:00:47.7208953+08:00","46852","2026-09-07T16:01:49.6826283+08:00","49101.796875","1547595776","3474567168","159","6277120000","True"
"2026-09-07T17:01:18.3486789+08:00","46852","2026-09-07T16:01:49.6826283+08:00","49554.421875","1559289856","3474567168","159","6419357696","True"
"2026-09-07T17:01:49.0287690+08:00","46852","2026-09-07T16:01:49.6826283+08:00","50008.734375","1501159424","3474567168","159","6434299904","True"
"2026-09-07T17:02:19.6879291+08:00","46852","2026-09-07T16:01:49.6826283+08:00","50462.765625","1482977280","3474567168","159","6499151872","True"
"2026-09-07T17:02:50.3110159+08:00","46852","2026-09-07T16:01:49.6826283+08:00","50916.734375","1461944320","3474567168","159","6675292160","True"
"2026-09-07T17:03:20.9520556+08:00","46852","2026-09-07T16:01:49.6826283+08:00","51369.40625","1463349248","3474567168","159","6516015104","True"
"2026-09-07T17:03:51.6174565+08:00","46852","2026-09-07T16:01:49.6826283+08:00","51822.234375","1510367232","3474567168","159","6702821376","True"
"2026-09-07T17:04:22.2405433+08:00","46852","2026-09-07T16:01:49.6826283+08:00","52275.296875","1476153344","3474567168","159","6648745984","True"
"2026-09-07T17:04:52.8361260+08:00","46852","2026-09-07T16:01:49.6826283+08:00","52728.359375","1514528768","3474567168","159","6689443840","True"
"2026-09-07T17:05:23.3972491+08:00","46852","2026-09-07T16:01:49.6826283+08:00","53178.90625","1539371008","3474567168","159","6150750208","True"
"2026-09-07T17:05:54.0335780+08:00","46852","2026-09-07T16:01:49.6826283+08:00","53627.765625","1490841600","3474567168","159","5615239168","True"
"2026-09-07T17:06:24.7869640+08:00","46852","2026-09-07T16:01:49.6826283+08:00","54073.609375","1499934720","3474567168","159","5737209856","True"
"2026-09-07T17:06:55.4315560+08:00","46852","2026-09-07T16:01:49.6826283+08:00","54516.1875","1498537984","3474567168","159","5314789376","True"
"2026-09-07T17:07:26.1330142+08:00","46852","2026-09-07T16:01:49.6826283+08:00","54961.984375","1444646912","3474567168","159","5519736832","True"
"2026-09-07T17:07:56.9330735+08:00","46852","2026-09-07T16:01:49.6826283+08:00","55410.9375","1383792640","3474567168","159","5601374208","True"
"2026-09-07T17:08:27.6352483+08:00","46852","2026-09-07T16:01:49.6826283+08:00","55862.453125","1430925312","3474567168","159","5633310720","True"
"2026-09-07T17:08:58.3140737+08:00","46852","2026-09-07T16:01:49.6826283+08:00","56305.59375","1387008000","3474567168","159","5355380736","True"
"2026-09-07T17:09:29.0117989+08:00","46852","2026-09-07T16:01:49.6826283+08:00","56754.59375","1400803328","3474567168","159","5326372864","True"
"2026-09-07T17:09:59.7474582+08:00","46852","2026-09-07T16:01:49.6826283+08:00","57203.421875","1378258944","3474567168","159","4849868800","True"
"2026-09-07T17:10:30.4549779+08:00","46852","2026-09-07T16:01:49.6826283+08:00","57654.03125","1382584320","3474567168","159","5706338304","True"
"2026-09-07T17:11:01.1741441+08:00","46852","2026-09-07T16:01:49.6826283+08:00","58076.734375","1446285312","3474567168","159","5490454528","True"
"2026-09-07T17:11:31.8414195+08:00","46852","2026-09-07T16:01:49.6826283+08:00","58499.21875","1399070720","3474567168","159","5526499328","True"
"2026-09-07T17:12:02.3979241+08:00","46852","2026-09-07T16:01:49.6826283+08:00","58918.671875","1376759808","3474567168","159","5502562304","True"
"2026-09-07T17:12:32.9967527+08:00","46852","2026-09-07T16:01:49.6826283+08:00","59339.84375","1127919616","3474567168","159","5984047104","True"
"2026-09-07T17:13:03.5552319+08:00","46852","2026-09-07T16:01:49.6826283+08:00","59758.609375","1111396352","3474567168","159","5921665024","True"
"2026-09-07T17:13:34.1935451+08:00","46852","2026-09-07T16:01:49.6826283+08:00","60179.453125","1114841088","3474567168","159","6155694080","True"
"2026-09-07T17:14:04.7226916+08:00","46852","2026-09-07T16:01:49.6826283+08:00","60600.09375","1098522624","3474567168","159","5960269824","True"
"2026-09-07T17:14:35.3020337+08:00","46852","2026-09-07T16:01:49.6826283+08:00","61017.59375","1078521856","3474567168","159","5725798400","True"
"2026-09-07T17:15:05.9539600+08:00","46852","2026-09-07T16:01:49.6826283+08:00","61430.109375","1153028096","3474567168","159","5713555456","True"
"2026-09-07T17:15:36.4725230+08:00","46852","2026-09-07T16:01:49.6826283+08:00","61823.140625","1099268096","3474567168","159","5881585664","True"
"2026-09-07T17:16:07.0471576+08:00","46852","2026-09-07T16:01:49.6826283+08:00","62216.34375","1118703616","3474567168","159","5882544128","True"
"2026-09-07T17:16:37.6476377+08:00","46852","2026-09-07T16:01:49.6826283+08:00","62609.046875","1133322240","3474567168","159","6021697536","True"
"2026-09-07T17:17:07.9735346+08:00","46852","2026-09-07T16:01:49.6826283+08:00","62992.234375","1097986048","3474567168","159","6048350208","True"
"2026-09-07T17:17:38.2933081+08:00","46852","2026-09-07T16:01:49.6826283+08:00","63343.84375","978513920","3474567168","159","7001997312","True"
"2026-09-07T17:18:08.7021497+08:00","46852","2026-09-07T16:01:49.6826283+08:00","63662.078125","995401728","3474567168","159","6988312576","True"
"2026-09-07T17:18:39.0483934+08:00","46852","2026-09-07T16:01:49.6826283+08:00","63957.15625","972886016","3474567168","159","7098859520","True"
"2026-09-07T17:19:09.4014598+08:00","46852","2026-09-07T16:01:49.6826283+08:00","64248.421875","978022400","3474567168","159","7013605376","True"
"2026-09-07T17:19:39.6658844+08:00","46852","2026-09-07T16:01:49.6826283+08:00","64407.28125","1000046592","3474567168","159","6976704512","True"
"2026-09-07T17:20:09.9827374+08:00","46852","2026-09-07T16:01:49.6826283+08:00","64567.796875","994070528","3474567168","159","6985662464","True"
"2026-09-07T17:20:40.2653957+08:00","46852","2026-09-07T16:01:49.6826283+08:00","64724.109375","1023709184","3474567168","159","7133458432","True"
"2026-09-07T17:21:10.9750920+08:00","46852","2026-09-07T16:01:49.6826283+08:00","64994.21875","1435975680","3474567168","159","6245945344","True"
"2026-09-07T17:21:41.6813652+08:00","46852","2026-09-07T16:01:49.6826283+08:00","65441.8125","1420668928","3474567168","159","6239834112","True"
"2026-09-07T17:22:12.3116588+08:00","46852","2026-09-07T16:01:49.6826283+08:00","65887.90625","1505677312","3474567168","159","6196457472","True"
"2026-09-07T17:22:43.1823639+08:00","46852","2026-09-07T16:01:49.6826283+08:00","66336.921875","1383841792","3474567168","159","6985641984","True"
"2026-09-07T17:23:13.9536970+08:00","46852","2026-09-07T16:01:49.6826283+08:00","66782.421875","1393324032","3474567168","159","6879522816","True"
"2026-09-07T17:23:44.6697776+08:00","46852","2026-09-07T16:01:49.6826283+08:00","67219.796875","1420034048","3474567168","159","6527475712","True"
"2026-09-07T17:24:15.3370867+08:00","46852","2026-09-07T16:01:49.6826283+08:00","67668.53125","1442205696","3474567168","159","6688133120","True"
"2026-09-07T17:24:46.1061708+08:00","46852","2026-09-07T16:01:49.6826283+08:00","68116.03125","1397538816","3474567168","159","6502297600","True"
"2026-09-07T17:25:16.7968677+08:00","46852","2026-09-07T16:01:49.6826283+08:00","68564.78125","1429315584","3474567168","159","6203277312","True"
"2026-09-07T17:25:47.5071593+08:00","46852","2026-09-07T16:01:49.6826283+08:00","69015.71875","1376636928","3474567168","159","6223122432","True"
"2026-09-07T17:26:18.2191815+08:00","46852","2026-09-07T16:01:49.6826283+08:00","69462.359375","1425522688","3474567168","159","6301560832","True"
"2026-09-07T17:26:48.9368279+08:00","46852","2026-09-07T16:01:49.6826283+08:00","69910.734375","1460793344","3474567168","159","6134562816","True"
"2026-09-07T17:27:19.6128660+08:00","46852","2026-09-07T16:01:49.6826283+08:00","70358.765625","1482477568","3474567168","159","6449369088","True"
"2026-09-07T17:27:50.3133490+08:00","46852","2026-09-07T16:01:49.6826283+08:00","70808.609375","1442238464","3474567168","159","6892249088","True"
"2026-09-07T17:28:21.0519000+08:00","46852","2026-09-07T16:01:49.6826283+08:00","71257.09375","1382051840","3474567168","159","6839152640","True"
"2026-09-07T17:28:51.7243513+08:00","46852","2026-09-07T16:01:49.6826283+08:00","71705.5","1487659008","3474567168","159","6391767040","True"
"2026-09-07T17:29:22.4192951+08:00","46852","2026-09-07T16:01:49.6826283+08:00","72155.125","1434456064","3474567168","159","6192611328","True"
"2026-09-07T17:29:53.1112061+08:00","46852","2026-09-07T16:01:49.6826283+08:00","72603.328125","1376735232","3474567168","159","6131290112","True"
"2026-09-07T17:30:23.7584867+08:00","46852","2026-09-07T16:01:49.6826283+08:00","73052.140625","1434718208","3474567168","159","5999988736","True"
"2026-09-07T17:30:54.3659488+08:00","46852","2026-09-07T16:01:49.6826283+08:00","73497.71875","1435738112","3474567168","159","6090915840","True"
"2026-09-07T17:31:25.0332428+08:00","46852","2026-09-07T16:01:49.6826283+08:00","73946.609375","1447596032","3474567168","159","6298025984","True"
"2026-09-07T17:31:55.7358863+08:00","46852","2026-09-07T16:01:49.6826283+08:00","74393.75","1374736384","3474567168","159","6181949440","True"
"2026-09-07T17:32:26.3905066+08:00","46852","2026-09-07T16:01:49.6826283+08:00","74842.75","1382793216","3474567168","159","6265507840","True"
"2026-09-07T17:32:57.0550256+08:00","46852","2026-09-07T16:01:49.6826283+08:00","75289.28125","1450876928","3474567168","159","6141067264","True"
"2026-09-07T17:33:27.7275332+08:00","46852","2026-09-07T16:01:49.6826283+08:00","75738.71875","1451159552","3474567168","159","6241480704","True"
"2026-09-07T17:33:58.4112108+08:00","46852","2026-09-07T16:01:49.6826283+08:00","76190.125","1333116928","3474567168","159","5716807680","True"
"2026-09-07T17:34:29.1008807+08:00","46852","2026-09-07T16:01:49.6826283+08:00","76643.9375","1459601408","3474567168","159","5790429184","True"
"2026-09-07T17:34:59.8316564+08:00","46852","2026-09-07T16:01:49.6826283+08:00","77093.734375","1423663104","3474567168","159","5060333568","True"
"2026-09-07T17:35:30.5323295+08:00","46852","2026-09-07T16:01:49.6826283+08:00","77545.375","1415053312","3474567168","159","5700685824","True"
"2026-09-07T17:36:01.1917404+08:00","46852","2026-09-07T16:01:49.6826283+08:00","77995.375","1473466368","3474567168","159","5738795008","True"
"2026-09-07T17:36:31.8628607+08:00","46852","2026-09-07T16:01:49.6826283+08:00","78448.671875","1361018880","3474567168","159","5848313856","True"
"2026-09-07T17:37:02.5488197+08:00","46852","2026-09-07T16:01:49.6826283+08:00","78898.28125","1453064192","3474567168","159","5765996544","True"
"2026-09-07T17:37:33.2462661+08:00","46852","2026-09-07T16:01:49.6826283+08:00","79351.359375","1364258816","3474567168","159","6378328064","True"
"2026-09-07T17:38:03.8990780+08:00","46852","2026-09-07T16:01:49.6826283+08:00","79799.125","1435877376","3474567168","159","6154792960","True"
"2026-09-07T17:38:34.6572940+08:00","46852","2026-09-07T16:01:49.6826283+08:00","80247.4375","1369591808","3474567168","159","6037360640","True"
"2026-09-07T17:39:05.3165401+08:00","46852","2026-09-07T16:01:49.6826283+08:00","80692.578125","1348784128","3474567168","159","5725536256","True"
"2026-09-07T17:39:35.9840005+08:00","46852","2026-09-07T16:01:49.6826283+08:00","81146.453125","1349541888","3474567168","159","5978009600","True"
"2026-09-07T17:40:06.6223996+08:00","46852","2026-09-07T16:01:49.6826283+08:00","81597.84375","1384968192","3474567168","159","5870751744","True"
"2026-09-07T17:40:37.2175402+08:00","46852","2026-09-07T16:01:49.6826283+08:00","82050.25","1388695552","3474567168","159","5928263680","True"
